Country,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Year,Bond_Amount_USD
World,Social Bond,International Organization,Not Applicable,Not Applicable,2021,58.23524386
World,Social Bond,Local and state Government,Not Applicable,Not Applicable,2021,0.910172839
World,Social Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2021,20.63468594
World,Social Bond,Other financial corporations,Not Applicable,Not Applicable,2021,13.08873815
World,Social Bond,Sovereign,Not Applicable,Not Applicable,2021,18.82232096
World,Social Bond,State owned entities,Not Applicable,Not Applicable,2021,92.17064854
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2021,445.5586163
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,233.7957255
World,Sustainability Bond,Banks,Not Applicable,Not Applicable,2021,28.14367749
World,Sustainability Bond,International Organization,Not Applicable,Not Applicable,2021,79.19511205
World,Sustainability Bond,Local and state Government,Not Applicable,Not Applicable,2021,10.33365995
World,Sustainability Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2021,30.86628989
World,Sustainability Bond,Other financial corporations,Not Applicable,Not Applicable,2021,42.07265112
World,Sustainability Bond,Sovereign,Not Applicable,Not Applicable,2021,14.55784949
World,Sustainability Bond,State owned entities,Not Applicable,Not Applicable,2021,28.62648553
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2021,539.8981977
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,127.9431686
World,Linked Bond,Banks,Not Applicable,Not Applicable,2021,1.708802814
World,Linked Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2021,66.06773703
World,Linked Bond,Other financial corporations,Not Applicable,Not Applicable,2021,59.56662879
World,Linked Bond,State owned entities,Not Applicable,Not Applicable,2021,0.6
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2021,144.0721362
"Andorra, Principality of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.522897689
"Andorra, Principality of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.522897689
Argentina,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.291133652
Argentina,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.00052704
Argentina,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.000117936
Argentina,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.12
Australia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,4.299148206
Australia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.964249217
Australia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.095325249
Austria,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,11.8784339
Austria,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,9.573233394
Austria,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.609015318
"Belarus, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.056388539
"Belarus, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.056388539
Belgium,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,50.10719402
Belgium,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,10.76442557
Belgium,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,8.162432938
Belgium,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.830141913
Benin,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.375239168
Benin,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.375239168
Brazil,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,2.575400339
Brazil,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.033835062
Brazil,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.923013339
British Virgin Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,3.271669278
British Virgin Islands,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.2
British Virgin Islands,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.2
Burkina Faso,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.425457489
Burkina Faso,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.425457489
Canada,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,14.23434461
Canada,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.668073136
Canada,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.516174402
Canada,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.35161744
Canada,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,4.257328498
Canada,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.6580872
Cayman Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,6.991029916
Cayman Islands,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.016123051
Cayman Islands,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.277364273
Chile,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,1.439357248
Chile,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.1127432
Chile,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.061244415
Chile,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.0
Chile,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.061244415
Chile,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.0
"China, P.R.: Hong Kong",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,11.43695151
"China, P.R.: Hong Kong",Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.440929629
"China, P.R.: Hong Kong",Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.574168221
"China, P.R.: Hong Kong",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.451029916
"China, P.R.: Hong Kong",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.2
"China, P.R.: Macao",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,1.0
"China, P.R.: Mainland",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,95.97929533
"China, P.R.: Mainland",Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.179277073
"China, P.R.: Mainland",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,10.42385965
"China, P.R.: Mainland",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,7.254569381
Colombia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.049004492
Colombia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.145458351
Costa Rica,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.0080522
Côte d'Ivoire,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.141133964
Côte d'Ivoire,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.613206818
"Croatia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.209159075
"Croatia, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.313738613
Czech Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.522897689
Czech Rep.,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.627477227
Denmark,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,18.38296478
Denmark,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.278019357
Denmark,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.522897689
Finland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,6.419266302
Finland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.724637681
Finland,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.643164157
France,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,30.33147418
France,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,57.95346379
France,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,7.413643446
France,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,11.12109167
France,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,9.714152563
Germany,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,81.63070198
Germany,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,6.216958418
Germany,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,9.412158417
Germany,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.660283828
Germany,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.039300988
Greece,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.240532937
Guinea-Bissau,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.102941749
Guinea-Bissau,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.102941749
Honduras,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.406897434
Honduras,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.34810908
Hungary,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,3.77605325
Hungary,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.649381094
Iceland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.477570942
Iceland,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.313738613
India,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,1.229101575
India,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.991083227
India,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.8
Indonesia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,6.113564992
Ireland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,5.670488669
Ireland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.045795379
Ireland,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.0732594
Italy,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,25.09421275
Italy,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.673272604
Italy,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,14.67250918
Italy,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.457244223
Italy,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.241965672
Japan,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,22.40842657
Japan,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,12.85063772
Japan,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,7.775587645
Japan,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.773050013
Jersey,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.12
"Kazakhstan, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.069219207
"Korea, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,16.63558865
"Korea, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,25.6675335
"Korea, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,11.48979126
Lao People's Dem. Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.250372799
Latvia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.104579537
Lithuania,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.078434653
Luxembourg,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,19.57232586
Luxembourg,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.078215937
Luxembourg,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.633568625
Luxembourg,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.826022071
Malaysia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.203804347
Malaysia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.122314516
Malaysia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.264492753
Malaysia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.892033466
Malaysia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.012319494
Mali,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.702596416
Mali,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.702596416
Mauritius,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,2.3
Mauritius,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.3
Mexico,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.575256823
Mexico,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.557808344
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,6.684615339
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,12.93008505
Mexico,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.937468931
Morocco,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.104316056
"Netherlands, The",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,32.05424076
"Netherlands, The",Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,6.392673096
"Netherlands, The",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,4.712800994
"Netherlands, The",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,25.44757943
New Zealand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,6.583532904
New Zealand,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.366900858
New Zealand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.516600082
New Zealand,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.057400009
Niger,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.488790921
Niger,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.488790921
Nigeria,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.05
Norway,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,16.0693334
Norway,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.682538253
Panama,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.010229
Peru,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.03
Peru,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.2
Philippines,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.231502334
Philippines,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.00570951
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.219356507
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.378305893
"Poland, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.522897689
Portugal,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.993505608
Portugal,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.073205676
Romania,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.258109301
Romania,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.276536664
Russian Federation,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.728599939
Russian Federation,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.226000192
Senegal,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.186265421
Senegal,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.186265421
Singapore,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,9.985256675
Singapore,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.074855902
Singapore,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.015345459
Singapore,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.584802653
Slovak Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.898317016
South Africa,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.77056512
South Africa,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.110711576
South Africa,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.120042122
Spain,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,13.25599792
Spain,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.091590757
Spain,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,3.268110558
Sweden,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,15.77720991
Sweden,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.02446322
Sweden,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.588592244
Sweden,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.120194853
Switzerland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,5.430428611
Switzerland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.245070736
Switzerland,Green Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.961791244
Switzerland,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.584523641
Taiwan Province of China,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,1.94331478
Taiwan Province of China,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.17434068
Taiwan Province of China,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.417347929
Taiwan Province of China,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.107086035
Thailand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.815714128
Thailand,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.339397412
Thailand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,8.052490307
Thailand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,8.519648414
Thailand,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.921614784
Togo,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.469175701
Togo,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.469175701
"Türkiye, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.049736332
"Türkiye, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,0.02
"Türkiye, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.0
United Arab Emirates,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,3.689750289
United Kingdom,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,8.134788286
United Kingdom,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.773129296
United Kingdom,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,4.192404403
United Kingdom,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,1.680913158
United States,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,32.71002868
United States,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,5.550925932
United States,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,58.964819
United States,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,13.82
Uruguay,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.199975998
Uruguay,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,2.199975998
"Venezuela, Rep. Bolivariana de",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.389885262
Vietnam,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,0.06762054
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,597.728719
World,Green Bonds,Banks,Not Applicable,Not Applicable,2022,150.3129134
World,Green Bonds,International Organization,Not Applicable,Not Applicable,2022,58.18697058
World,Green Bonds,Local and state Government,Not Applicable,Not Applicable,2022,6.484296914
World,Green Bonds,Nonfinancial corporations,Not Applicable,Not Applicable,2022,156.486786
World,Green Bonds,Other financial corporations,Not Applicable,Not Applicable,2022,93.22256472
World,Green Bonds,Sovereign,Not Applicable,Not Applicable,2022,73.65214655
World,Green Bonds,State owned entities,Not Applicable,Not Applicable,2022,59.38304083
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2022,2172.233682
World,,Not Applicable,Not Applicable,Not Applicable,2022,36.78947368
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,152.3392177
World,Social Bond,Banks,Not Applicable,Not Applicable,2022,13.54840509
World,Social Bond,International Organization,Not Applicable,Not Applicable,2022,20.93795322
World,Social Bond,Local and state Government,Not Applicable,Not Applicable,2022,1.703271701
World,Social Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2022,11.75061632
World,Social Bond,Other financial corporations,Not Applicable,Not Applicable,2022,11.40327339
World,Social Bond,Sovereign,Not Applicable,Not Applicable,2022,4.102084305
World,Social Bond,State owned entities,Not Applicable,Not Applicable,2022,88.89361363
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2022,593.4410599
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,177.3260102
World,Sustainability Bond,Banks,Not Applicable,Not Applicable,2022,17.78546044
World,Sustainability Bond,International Organization,Not Applicable,Not Applicable,2022,55.94233496
World,Sustainability Bond,Local and state Government,Not Applicable,Not Applicable,2022,9.319996378
World,Sustainability Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2022,19.34382052
World,Sustainability Bond,Other financial corporations,Not Applicable,Not Applicable,2022,27.42042172
World,Sustainability Bond,Sovereign,Not Applicable,Not Applicable,2022,24.80509701
World,Sustainability Bond,State owned entities,Not Applicable,Not Applicable,2022,22.70887914
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2022,703.3808958
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,93.48069121
World,Linked Bond,Local and state Government,Not Applicable,Not Applicable,2022,0.127595338
World,Linked Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2022,41.79548928
World,Linked Bond,Other financial corporations,Not Applicable,Not Applicable,2022,47.35763059
World,Linked Bond,Sovereign,Not Applicable,Not Applicable,2022,4.199975998
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2022,237.002986
Argentina,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.388301167
Argentina,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.070058499
Argentina,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.146799836
Argentina,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.154614624
Argentina,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.0886
Australia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,7.465745249
Australia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.624696645
Australia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.228823575
Austria,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,17.00470106
Austria,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,12.33695236
Austria,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.621592431
Austria,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.366028382
Belgium,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,4.251240772
Belgium,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,4.166982765
Belgium,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.568693069
Bermuda,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.00678292
Bermuda,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.15
Bolivia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.05653861
Brazil,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,2.511327167
Brazil,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.017445917
Brazil,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.0
Brazil,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,4.597096851
Brazil,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.302928297
British Virgin Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.32793829
British Virgin Islands,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.191438344
Canada,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,7.178352331
Canada,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.342213193
Canada,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.53066104
Cayman Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,10.98221067
Cayman Islands,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.04777205
Cayman Islands,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.63
Cayman Islands,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.2
Chile,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,2.610970478
Chile,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,5.496676013
Chile,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,5.462416029
Chile,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,8.84273558
Chile,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.531372946
Chile,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,8.921128524
"China, P.R.: Hong Kong",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,25.70265022
"China, P.R.: Hong Kong",Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.562375565
"China, P.R.: Hong Kong",Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,19.50385148
"China, P.R.: Hong Kong",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.257929132
"China, P.R.: Hong Kong",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.206739714
"China, P.R.: Mainland",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,85.89542669
"China, P.R.: Mainland",Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.550881726
"China, P.R.: Mainland",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,9.409687548
"China, P.R.: Mainland",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.696892832
Colombia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.945776843
Colombia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.8
Colombia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.8
Côte d'Ivoire,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.542341606
Côte d'Ivoire,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.378897912
"Croatia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.31896759
Cyprus,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.045795379
Cyprus,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.045795379
Czech Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.045795378
Czech Rep.,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.522247754
Denmark,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,12.46298567
Denmark,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.548043203
Denmark,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.697544061
"Egypt, Arab Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.482751962
"Egypt, Arab Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.482751962
"Fiji, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.008604
"Fiji, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.008604
Finland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,8.621063921
