Country,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Year,Bond_Amount_USD
Finland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.1
Finland,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.254954451
France,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,31.35540105
France,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,46.91755979
France,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,10.0821888
France,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,7.148011409
Germany,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,67.33830529
Germany,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.850934323
Germany,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,21.43880528
Germany,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.98051683
Germany,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.562859156
Honduras,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.065102536
Honduras,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.1346748
Hungary,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.307030649
Iceland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.360797436
India,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,4.660998933
India,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.120204249
India,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.003280504
India,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.0
Indonesia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,3.86748972
Indonesia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.042879019
Indonesia,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.138341241
Ireland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,9.253397951
Ireland,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.784346534
Ireland,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,4.201116909
Israel,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,2.5
Israel,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.0
Italy,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,28.20249714
Italy,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.772123202
Italy,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,11.76519802
Italy,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.711140856
Italy,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,7.273506859
Japan,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,24.87488561
Japan,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,19.03009919
Japan,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,10.01220828
Japan,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.892634298
Jersey,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.227192928
Jersey,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.679766996
Jordan,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.25
"Kazakhstan, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.005933074
"Korea, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,14.02198606
"Korea, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,32.5712251
"Korea, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,5.862059407
"Korea, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.153448358
Lao People's Dem. Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.104415273
Latvia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.052289768
Luxembourg,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,14.26209585
Luxembourg,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.001911001
Luxembourg,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.948852243
Luxembourg,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.384346534
Malaysia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.736701476
Malaysia,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.152853259
Malaysia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.252607752
Malaysia,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.098829483
Malta,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.026144884
Mauritius,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.05
Mauritius,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.176
Mexico,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,2.73795991
Mexico,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.46496815
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,4.068286579
Mexico,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,8.416138738
Mexico,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,4.633818004
"Netherlands, The",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,38.22644881
"Netherlands, The",Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,11.53014614
"Netherlands, The",Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,9.676695495
"Netherlands, The",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.261448844
"Netherlands, The",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,6.015238279
New Zealand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.442566458
Norway,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,15.10337145
Norway,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.485057923
Panama,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.01288
Peru,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,10.93237015
Peru,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,10.95920858
Philippines,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.144495003
Philippines,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.996948789
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.25
Philippines,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.258897023
"Poland, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.485628008
"Poland, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.479241285
"Poland, Rep. of",Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.878739047
Portugal,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,1.830141913
Portugal,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.209159075
Romania,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.752056765
Romania,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.873477837
Russian Federation,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.25990022
Russian Federation,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.169500144
Russian Federation,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.033900028
Singapore,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,4.547572496
Slovak Rep.,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.627477226
"Slovenia, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.522897689
"Slovenia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.307244224
"Slovenia, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.307244224
South Africa,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.767505682
Spain,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,11.80082065
Spain,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,1.568693068
Spain,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.451124749
Spain,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.627477227
Sweden,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,20.20663615
Sweden,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.522897689
Sweden,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.241625273
Sweden,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.647162656
Switzerland,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,4.231482851
Switzerland,Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.747938947
Taiwan Province of China,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,2.698840668
Taiwan Province of China,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.56500719
Taiwan Province of China,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.388635724
Taiwan Province of China,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.134507424
Thailand,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.860931821
Thailand,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.119331741
Thailand,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.193856246
Thailand,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.029832935
"Türkiye, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,4.006742984
"Türkiye, Rep. of",Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.335434062
"Türkiye, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.5
"Türkiye, Rep. of",Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,4.197
United Arab Emirates,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,8.670686611
United Arab Emirates,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.0
United Kingdom,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,11.64511339
United Kingdom,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.308788418
United Kingdom,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,5.81491186
United Kingdom,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.378897912
United States,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,40.51907583
United States,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,2.933355206
United States,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,61.11973321
United States,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,3.097908
"Uzbekistan, Rep. of",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.659937888
"Uzbekistan, Rep. of",Green Bond,Not Applicable,Not Applicable,Not Applicable,2023,0.659937888
"Venezuela, Rep. Bolivariana de",Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,0.250560467
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,567.3826088
World,Green Bonds,Banks,Not Applicable,Not Applicable,2023,152.3902709
World,Green Bonds,International Organization,Not Applicable,Not Applicable,2023,18.22990218
World,Green Bonds,Local and state Government,Not Applicable,Not Applicable,2023,12.26044264
World,Green Bonds,Nonfinancial corporations,Not Applicable,Not Applicable,2023,139.9744868
World,Green Bonds,Other financial corporations,Not Applicable,Not Applicable,2023,95.425178
World,Green Bonds,Sovereign,Not Applicable,Not Applicable,2023,90.52876532
World,Green Bonds,State owned entities,Not Applicable,Not Applicable,2023,58.57356295
World,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2023,2627.121759
World,,Not Applicable,Not Applicable,Not Applicable,2023,33.19126265
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,152.4399074
World,Social Bond,Banks,Not Applicable,Not Applicable,2023,18.88567682
World,Social Bond,International Organization,Not Applicable,Not Applicable,2023,12.10513328
World,Social Bond,Local and state Government,Not Applicable,Not Applicable,2023,4.58329452
World,Social Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2023,8.085811158
World,Social Bond,Other financial corporations,Not Applicable,Not Applicable,2023,11.58904142
World,Social Bond,Sovereign,Not Applicable,Not Applicable,2023,9.262416029
World,Social Bond,State owned entities,Not Applicable,Not Applicable,2023,87.9285342
World,Social Bond,Not Applicable,Not Applicable,Not Applicable,2023,734.7730242
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,170.5470194
World,Sustainability Bond,Banks,Not Applicable,Not Applicable,2023,13.67475415
World,Sustainability Bond,International Organization,Not Applicable,Not Applicable,2023,69.94528325
World,Sustainability Bond,Local and state Government,Not Applicable,Not Applicable,2023,12.03402769
World,Sustainability Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2023,20.16461382
World,Sustainability Bond,Other financial corporations,Not Applicable,Not Applicable,2023,13.62840859
World,Sustainability Bond,Sovereign,Not Applicable,Not Applicable,2023,21.23324813
World,Sustainability Bond,State owned entities,Not Applicable,Not Applicable,2023,19.86668377
World,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2023,853.1308114
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,65.76634338
World,Linked Bond,Local and state Government,Not Applicable,Not Applicable,2023,0.249925606
World,Linked Bond,Nonfinancial corporations,Not Applicable,Not Applicable,2023,28.43540022
World,Linked Bond,Other financial corporations,Not Applicable,Not Applicable,2023,25.23314528
World,Linked Bond,Sovereign,Not Applicable,Not Applicable,2023,8.84273558
World,Linked Bond,State owned entities,Not Applicable,Not Applicable,2023,3.005136691
World,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2023,302.3433646
Argentina,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.197471857
Argentina,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.003068001
Argentina,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.079029225
Australia,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,12.87129462
Australia,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,5.211113653
Australia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,8.641248385
Austria,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,13.38602363
Austria,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,9.386501805
Austria,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.778817432
Belgium,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,22.56303531
Belgium,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.363497556
Belgium,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.699417491
Bermuda,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,0.333398004
Bermuda,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.194929132
Bermuda,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.246550392
Bolivia,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.353780398
Brazil,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,1.631906656
Brazil,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.0
Brazil,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,4.698497564
British Virgin Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,2.641617528
British Virgin Islands,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.110343305
British Virgin Islands,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,1.734939317
Canada,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,19.29961155
Canada,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.522897689
Canada,Green Bond,Not Applicable,Not Applicable,Not Applicable,2024,4.219409282
Canada,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,2.618196514
Cayman Islands,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,4.637929132
Cayman Islands,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,2024,8.73
Cayman Islands,Linked Bond,Not Applicable,Not Applicable,Not Applicable,2024,0.137826476
Chile,Green Bonds,Not Applicable,Not Applicable,Not Applicable,2024,4.291651999
Chile,Social Bond,Not Applicable,Not Applicable,Not Applicable,2024,8.010371713
